NAME	InducerComp_10x_RF_AT_-IFI
VAR	annotator	inducer	ontology	classifier
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	1	0.2354	0.7646
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5426	0.4574
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2674	0.7326
OUT	1	1	0.0213	0.9787
OUT	1	0	0.8329	0.1671
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.9873	0.0128
OUT	1	0	0.5989	0.4011
OUT	1	1	0.4056	0.5944
OUT	0	0	0.9750	0.0250
OUT	1	1	0.2674	0.7326
OUT	1	1	0.2674	0.7326
OUT	1	1	0.4056	0.5944
OUT	1	1	0.4056	0.5944
OUT	1	1	0.0017	0.9983
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0228	0.9772
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	1	1	0.2674	0.7326
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2742	0.7258
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	1	0	0.9172	0.0828
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	1	1	0.0214	0.9786
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	1	0.0024	0.9976
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2674	0.7326
OUT	1	0	0.5989	0.4011
OUT	1	1	0.2674	0.7326
OUT	0	0	0.5989	0.4011
OUT	0	1	0.2674	0.7326
OUT	1	1	0.2674	0.7326
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	1	0.1586	0.8414
OUT	0	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	1	0.2674	0.7326
OUT	1	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	1	0	0.5989	0.4011
OUT	0	0	0.5989	0.4011
OUT	0	0	0.9873	0.0128
OUT	1	0	0.5989	0.4011
OUT	1	1	0.1586	0.8414
OUT	0	0	0.5989	0.4011
OUT	1	0	0.9823	0.0178
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5989	0.4011
OUT	0	0	0.9700	0.0300
OUT	0	0	0.5989	0.4011
OUT	0	1	0.2088	0.7912
OUT	1	0	0.5989	0.4011
OUT	1	1	0.2674	0.7326
OUT	0	0	0.6569	0.3431
OUT	1	0	0.5989	0.4011
RES
OUT	1	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.0425	0.9575
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.2700	0.7300
OUT	1	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3706	0.6294
OUT	1	1	0.2366	0.7634
OUT	1	1	0.0425	0.9575
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	1	0.3252	0.6748
OUT	0	0	0.5827	0.4173
OUT	1	1	0.0900	0.9100
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	0	0	1.0000	0.0000
OUT	0	0	0.5827	0.4173
OUT	0	0	0.7525	0.2475
OUT	0	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	1	0.3310	0.6690
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.3252	0.6748
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5717	0.4283
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	1	0.0031	0.9969
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.3500	0.6500
OUT	1	1	0.2002	0.7998
OUT	0	1	0.3706	0.6294
OUT	0	1	0.1217	0.8783
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	1	1	0.3706	0.6294
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5827	0.4173
OUT	0	0	0.8410	0.1590
OUT	1	0	0.5827	0.4173
OUT	1	1	0.2002	0.7998
OUT	0	1	0.3038	0.6962
OUT	1	1	0.4391	0.5609
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	1	0.3252	0.6748
OUT	1	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	1	0.2366	0.7634
OUT	1	1	0.2661	0.7339
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	1	0.3706	0.6294
OUT	0	0	0.5827	0.4173
OUT	1	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
OUT	1	1	0.3310	0.6690
OUT	0	0	0.5827	0.4173
OUT	1	1	0.2661	0.7339
OUT	0	0	0.5827	0.4173
OUT	0	0	0.5827	0.4173
RES
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.7829	0.2171
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	1	0.2387	0.7613
OUT	1	1	0.3347	0.6653
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	1	0.1654	0.8346
OUT	1	1	0.3265	0.6735
OUT	0	0	0.6249	0.3751
OUT	0	1	0.2450	0.7550
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.9950	0.0050
OUT	0	0	0.5932	0.4068
OUT	1	1	0.2000	0.8000
OUT	0	0	0.5932	0.4068
OUT	0	1	0.1654	0.8346
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	1	0.2387	0.7613
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.9488	0.0512
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	1	0.3739	0.6261
OUT	0	1	0.2387	0.7613
OUT	0	0	0.7861	0.2139
OUT	1	1	0.2387	0.7613
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	1	0.1654	0.8346
OUT	0	0	0.9317	0.0683
OUT	1	1	0.1654	0.8346
OUT	1	1	0.2575	0.7425
OUT	1	1	0.3585	0.6415
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	1	0.1654	0.8346
OUT	0	0	0.5932	0.4068
OUT	1	1	0.0269	0.9731
OUT	1	0	0.5932	0.4068
OUT	0	1	0.2387	0.7613
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	1	0.1400	0.8600
OUT	0	1	0.3265	0.6735
OUT	0	0	0.6622	0.3378
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	1	0.3557	0.6443
OUT	0	0	0.5932	0.4068
OUT	1	1	0.1654	0.8346
OUT	1	1	0.0051	0.9949
OUT	0	0	0.5932	0.4068
OUT	0	1	0.0013	0.9987
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	1.0000	0.0000
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
OUT	1	1	0.4950	0.5050
OUT	1	1	0.2387	0.7613
OUT	1	0	0.5932	0.4068
OUT	0	0	0.5932	0.4068
RES
OUT	1	1	0.2429	0.7571
OUT	1	1	0.3854	0.6146
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5767	0.4233
OUT	1	1	0.3903	0.6097
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.1525	0.8475
OUT	1	1	0.3854	0.6146
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.2429	0.7571
OUT	0	0	1.0000	0.0000
OUT	1	1	0.2429	0.7571
OUT	0	0	0.5767	0.4233
OUT	1	1	0.2832	0.7168
OUT	0	0	0.5767	0.4233
OUT	1	1	0.2157	0.7843
OUT	0	1	0.2429	0.7571
OUT	1	1	0.3848	0.6152
OUT	1	1	0.3854	0.6146
OUT	1	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.8406	0.1594
OUT	0	0	0.5767	0.4233
OUT	0	0	1.0000	0.0000
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	1	1	0.2429	0.7571
OUT	0	0	0.5767	0.4233
OUT	0	1	0.3854	0.6146
OUT	1	1	0.2157	0.7843
OUT	0	0	0.5767	0.4233
OUT	1	0	1.0000	0.0000
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.9754	0.0246
OUT	1	1	0.3079	0.6921
OUT	1	0	0.5767	0.4233
OUT	1	0	0.9906	0.0094
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	1.0000	0.0000
OUT	1	0	0.5767	0.4233
OUT	1	1	0.0496	0.9504
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5767	0.4233
OUT	1	0	0.8070	0.1930
OUT	1	1	0.3854	0.6146
OUT	1	0	0.5767	0.4233
OUT	1	0	1.0000	0.0000
OUT	1	0	0.7470	0.2530
OUT	1	0	0.5767	0.4233
OUT	1	1	0.0026	0.9974
OUT	0	0	0.5767	0.4233
OUT	0	0	0.9875	0.0125
OUT	0	0	0.8043	0.1957
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	1	0.3854	0.6146
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.4692	0.5308
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2429	0.7571
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.3321	0.6679
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5303	0.4697
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.8252	0.1748
OUT	1	1	0.2157	0.7843
OUT	0	1	0.2429	0.7571
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.9950	0.0050
OUT	1	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	1.0000	0.0000
OUT	1	1	0.2157	0.7843
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	0	0	0.5767	0.4233
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3079	0.6921
RES
OUT	0	0	0.5923	0.4077
OUT	1	1	0.2622	0.7378
OUT	1	1	0.2622	0.7378
OUT	1	1	0.4633	0.5368
OUT	1	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.2017	0.7983
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0114	0.9886
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0114	0.9886
OUT	0	1	0.4907	0.5093
OUT	0	1	0.3624	0.6376
OUT	1	0	0.5923	0.4077
OUT	0	0	0.9950	0.0050
OUT	1	1	0.2622	0.7378
OUT	1	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2622	0.7378
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.2032	0.7968
OUT	1	1	0.0108	0.9892
OUT	0	0	0.8309	0.1691
OUT	0	1	0.0901	0.9099
OUT	1	1	0.2032	0.7968
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0225	0.9775
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.6677	0.3323
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.7704	0.2296
OUT	1	1	0.2622	0.7378
OUT	1	0	0.5923	0.4077
OUT	0	1	0.2017	0.7983
OUT	0	1	0.2075	0.7925
OUT	1	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2622	0.7378
OUT	1	1	0.2017	0.7983
OUT	0	0	0.9629	0.0371
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.3844	0.6156
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	1	0.2622	0.7378
OUT	0	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.2622	0.7378
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.1982	0.8018
OUT	0	0	0.5923	0.4077
OUT	0	0	0.9926	0.0074
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	1	0.3624	0.6376
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.2622	0.7378
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6899	0.3101
RES
OUT	0	1	0.2120	0.7880
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2397	0.7603
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	1	0.4843	0.5157
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.7138	0.2863
OUT	1	1	0.2397	0.7603
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	1	1	0.1998	0.8002
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	1	1	0.2169	0.7831
OUT	0	1	0.2397	0.7603
OUT	0	0	0.9496	0.0504
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	1	0.0822	0.9178
OUT	1	1	0.0872	0.9128
OUT	0	0	0.5816	0.4184
OUT	1	1	0.3371	0.6629
OUT	1	1	0.2397	0.7603
OUT	0	1	0.0750	0.9250
OUT	1	1	0.3856	0.6144
OUT	1	1	0.2397	0.7603
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	1	0.0329	0.9671
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	1	1	0.3371	0.6629
OUT	1	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5100	0.4900
OUT	0	1	0.2120	0.7880
OUT	0	0	0.5816	0.4184
OUT	0	0	0.8974	0.1026
OUT	0	0	0.9650	0.0350
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.8229	0.1771
OUT	1	1	0.1051	0.8949
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2848	0.7152
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2169	0.7831
OUT	1	1	0.3874	0.6126
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2169	0.7831
OUT	1	1	0.3402	0.6598
OUT	1	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.6224	0.3776
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2397	0.7603
OUT	0	0	0.5741	0.4259
OUT	0	0	0.9950	0.0050
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	0	0.9496	0.0504
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	0	1	0.1998	0.8002
OUT	0	0	1.0000	0.0000
OUT	1	1	0.0822	0.9178
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	0	0.5816	0.4184
OUT	1	1	0.0872	0.9128
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2397	0.7603
OUT	1	1	0.3874	0.6126
OUT	1	1	0.3874	0.6126
OUT	0	1	0.3874	0.6126
OUT	1	0	0.5816	0.4184
OUT	1	1	0.2169	0.7831
OUT	0	1	0.2397	0.7603
OUT	0	0	0.5816	0.4184
OUT	0	1	0.2397	0.7603
OUT	0	0	0.5816	0.4184
OUT	0	0	0.5816	0.4184
OUT	1	1	0.2397	0.7603
RES
OUT	0	0	0.5946	0.4054
OUT	0	1	0.0400	0.9600
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	1	0.2302	0.7698
OUT	1	0	0.5946	0.4054
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	1	0.2700	0.7300
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	1	0.0157	0.9843
OUT	1	1	0.2302	0.7698
OUT	0	0	0.5946	0.4054
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	1	0.2302	0.7698
OUT	0	0	0.5946	0.4054
OUT	1	0	0.7300	0.2700
OUT	1	1	0.2084	0.7916
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5963	0.4037
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	1	0.2302	0.7698
OUT	0	1	0.2302	0.7698
OUT	0	0	0.6033	0.3967
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	1	0.2084	0.7916
OUT	1	1	0.1925	0.8075
OUT	0	0	1.0000	0.0000
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	1	0.2302	0.7698
OUT	1	1	0.0400	0.9600
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.8846	0.1154
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0052	0.9948
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5025	0.4975
OUT	0	0	0.5946	0.4054
OUT	1	1	0.0157	0.9843
OUT	0	1	0.0150	0.9850
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	1	0.2084	0.7916
OUT	1	0	0.5946	0.4054
OUT	0	0	1.0000	0.0000
OUT	1	1	0.2302	0.7698
OUT	1	1	0.2302	0.7698
OUT	0	1	0.3641	0.6359
OUT	0	0	0.9904	0.0096
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	1	0.3271	0.6729
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5946	0.4054
OUT	1	1	0.2302	0.7698
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	1	0.3670	0.6330
OUT	1	1	0.0046	0.9954
OUT	1	0	0.5946	0.4054
OUT	1	1	0.0720	0.9280
OUT	0	0	0.5946	0.4054
OUT	0	1	0.3670	0.6330
OUT	0	1	0.1819	0.8181
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	1	0	0.5946	0.4054
OUT	0	1	0.0875	0.9125
OUT	0	0	0.5946	0.4054
OUT	1	1	0.4627	0.5373
VAL	-IFI  	OLCA	MF   	RF   
RES
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	1	0.4554	0.5446
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	1	0.2253	0.7747
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.5450	0.4550
OUT	1	0	0.8983	0.1017
OUT	0	0	0.5450	0.4550
OUT	1	1	0.1018	0.8982
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	0	0	0.5450	0.4550
OUT	1	0	0.6138	0.3862
